file,ID
~/data/HPA/troubleshooting_images/60975_1286_E2_4.png,60975_1286_E2_4
~/data/HPA/troubleshooting_images/61314_1780_F1_2.png,61314_1780_F1_2
~/data/HPA/troubleshooting_images/62096_1526_F5_3.png,62096_1526_F5_3
~/data/HPA/troubleshooting_images/62157_1102_C12_1.png,62157_1102_C12_1
~/data/HPA/troubleshooting_images/63344_1170_B12_1.png,63344_1170_B12_1
~/data/HPA/troubleshooting_images/63636_1248_E7_2.png,63636_1248_E7_2
~/data/HPA/troubleshooting_images/64578_1392_B2_3.png,64578_1392_B2_3
~/data/HPA/troubleshooting_images/64645_1199_C12_5.png,64645_1199_C12_5
~/data/HPA/troubleshooting_images/65100_1273_D7_1.png,65100_1273_D7_1
~/data/HPA/troubleshooting_images/65739_1270_H4_3.png,65739_1270_H4_3
~/data/HPA/troubleshooting_images/6777_7_D3_1.png,6777_7_D3_1
~/data/HPA/troubleshooting_images/68568_1478_F10_1.png,68568_1478_F10_1
~/data/HPA/troubleshooting_images/69557_1471_F12_3.png,69557_1471_F12_3
~/data/HPA/troubleshooting_images/69806_1366_E9_2.png,69806_1366_E9_2
~/data/HPA/troubleshooting_images/7053_72_F12_2.png,7053_72_F12_2
~/data/HPA/troubleshooting_images/7167_1993_D2_1.png,7167_1993_D2_1
~/data/HPA/troubleshooting_images/71778_1347_G3_4.png,71778_1347_G3_4
~/data/HPA/troubleshooting_images/71867_1394_H10_2.png,71867_1394_H10_2
~/data/HPA/troubleshooting_images/7222_8_B4_1.png,7222_8_B4_1
~/data/HPA/troubleshooting_images/7234_15_B9_1.png,7234_15_B9_1
~/data/HPA/troubleshooting_images/74408_1615_G7_3.png,74408_1615_G7_3
~/data/HPA/troubleshooting_images/75136_1625_E8_1.png,75136_1625_E8_1
~/data/HPA/troubleshooting_images/7674_22_H5_1.png,7674_22_H5_1
~/data/HPA/troubleshooting_images/7678_1965_A6_2.png,7678_1965_A6_2
~/data/HPA/troubleshooting_images/76828_1893_C20_32.png,76828_1893_C20_32
~/data/HPA/troubleshooting_images/77723_1605_H9_3.png,77723_1605_H9_3
~/data/HPA/troubleshooting_images/8419_68_H6_1.png,8419_68_H6_1
~/data/HPA/troubleshooting_images/9065_100_B9_2.png,9065_100_B9_2
~/data/HPA/troubleshooting_images/9160_45_G1_1.png,9160_45_G1_1
